log file2025-04-18 10:01:48,331 - my_log - INFO - 连接Appium server成功
2025-04-18 10:04:09,226 - my_log - INFO - 昵称: 关雨情
2025-04-18 10:04:09,226 - my_log - INFO - 年龄: 26岁
2025-04-18 10:04:09,226 - my_log - INFO - 身高: 168cm
2025-04-18 10:04:09,226 - my_log - INFO - 星座: 巨蟹座
2025-04-18 10:04:09,226 - my_log - INFO - 学历: 南京传媒学院 · 大专
2025-04-18 10:04:09,227 - my_log - INFO - 工作信息: 教育 · 咨询主管
2025-04-18 10:04:09,227 - my_log - INFO - 薪资: 年薪10-20万 · 已购车
2025-04-18 10:04:09,227 - my_log - INFO - 家乡: 广东佛山
2025-04-18 10:04:09,228 - my_log - INFO - 现居地: 佛山
2025-04-18 10:04:09,228 - my_log - INFO - 个人简介: 身高168 体重110 本人善良有爱心，喜欢浪漫惊喜，容易感动的人 宁缺毋滥 找对的人结婚👰 顾家 爱家的
2025-04-18 10:04:09,228 - my_log - INFO - ================================
2025-04-18 10:04:09,228 - my_log - INFO - 判断是否喜欢
2025-04-18 10:04:09,228 - my_log - INFO - 身高不符合要求: 168cm
2025-04-18 10:04:09,228 - my_log - INFO - 学历不符合要求: 南京传媒学院 · 大专
2025-04-18 10:04:09,229 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 10:04:11,041 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 10:04:11,747 - my_log - INFO - ##########第7个推荐结束##########
2025-04-18 10:04:11,747 - my_log - INFO - **********第8个推荐**********
2025-04-18 10:04:11,748 - my_log - INFO - 当前喜欢数量: 3, 当前不喜欢数量: 4
2025-04-18 10:04:17,249 - my_log - INFO - 用户昵称: 二萝倩
2025-04-18 10:04:30,206 - my_log - INFO - 基本资料：['基本资料', '150cm', '水瓶座', '湖南工学院 · 本科', '美容顾问', '年薪10-20万', '家乡湖南永州', '现居地佛山', '基本资料', '165cm', '天秤座']
2025-04-18 10:04:30,206 - my_log - INFO - ================================
2025-04-18 10:04:30,207 - my_log - INFO - 昵称: 二萝倩
2025-04-18 10:04:30,207 - my_log - INFO - 年龄: 25岁
2025-04-18 10:04:30,207 - my_log - INFO - 身高: 150cm
2025-04-18 10:04:30,207 - my_log - INFO - 星座: 水瓶座
2025-04-18 10:04:30,207 - my_log - INFO - 学历: 湖南工学院 · 本科
2025-04-18 10:04:30,208 - my_log - INFO - 工作信息: 美容顾问
2025-04-18 10:04:30,208 - my_log - INFO - 薪资: 年薪10-20万
2025-04-18 10:04:30,208 - my_log - INFO - 家乡: 湖南永州
2025-04-18 10:04:30,208 - my_log - INFO - 现居地: 佛山
2025-04-18 10:04:30,208 - my_log - INFO - 个人简介: 水瓶座 情绪稳定 经常发疯 偶尔emo  喜欢异宠爱好很少，每天两点一线
2025-04-18 10:04:30,209 - my_log - INFO - ================================
2025-04-18 10:04:30,209 - my_log - INFO - 判断是否喜欢
2025-04-18 10:04:30,209 - my_log - INFO - ❤❤❤符合要求，喜欢❤❤❤
2025-04-18 10:04:32,202 - my_log - INFO - 点击喜欢按钮完成
2025-04-18 10:04:32,776 - my_log - INFO - ##########第8个推荐结束##########
2025-04-18 10:04:32,776 - my_log - INFO - **********第9个推荐**********
2025-04-18 10:04:32,776 - my_log - INFO - 当前喜欢数量: 4, 当前不喜欢数量: 4
2025-04-18 10:04:34,353 - my_log - INFO - 用户昵称: 钮钴禄小莱
2025-04-18 10:04:41,963 - my_log - INFO - 基本资料：['基本资料', '165cm', '天秤座', '江西科技师范大学 · 本科', '销售顾问', '年薪10-20万', '家乡江西赣州', '现居地佛山']
2025-04-18 10:04:41,963 - my_log - INFO - ================================
2025-04-18 10:04:41,963 - my_log - INFO - 昵称: 钮钴禄小莱
2025-04-18 10:04:41,964 - my_log - INFO - 年龄: 24岁
2025-04-18 10:04:41,964 - my_log - INFO - 身高: 165cm
2025-04-18 10:04:41,964 - my_log - INFO - 星座: 天秤座
2025-04-18 10:04:41,964 - my_log - INFO - 学历: 江西科技师范大学 · 本科
2025-04-18 10:04:41,964 - my_log - INFO - 工作信息: 销售顾问
2025-04-18 10:04:41,964 - my_log - INFO - 薪资: 年薪10-20万
2025-04-18 10:04:41,964 - my_log - INFO - 家乡: 江西赣州
2025-04-18 10:04:41,964 - my_log - INFO - 现居地: 佛山
2025-04-18 10:04:41,964 - my_log - INFO - 个人简介: 工作之余我常跟小猫一起玩和吃好吃的独处较多，比较安静，比较被动，需要时间相处我喜欢价值观相似，有共同语言，遇到事情两个人商量着来，温和很好相处的人
2025-04-18 10:04:41,965 - my_log - INFO - ================================
2025-04-18 10:04:41,965 - my_log - INFO - 判断是否喜欢
2025-04-18 10:04:41,965 - my_log - INFO - 家乡不符合要求: 江西赣州
2025-04-18 10:04:41,965 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 10:04:42,661 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 10:04:43,294 - my_log - INFO - ##########第9个推荐结束##########
2025-04-18 10:04:43,294 - my_log - INFO - **********第10个推荐**********
2025-04-18 10:04:43,294 - my_log - INFO - 当前喜欢数量: 4, 当前不喜欢数量: 5
2025-04-18 10:04:47,826 - my_log - INFO - 用户昵称: 仚屳
2025-04-18 10:05:00,161 - my_log - INFO - 基本资料：['基本资料', '153cm', '天蝎座', '韩山师范学院 · 本科', '托管', '年薪5-10万', '家乡广东梅州', '现居地佛山', '基本资料', '155cm', '摩羯座', '肇庆科技职业技术学院 · 大专']
2025-04-18 10:05:00,162 - my_log - INFO - ================================
2025-04-18 10:05:00,162 - my_log - INFO - 昵称: 仚屳
2025-04-18 10:05:00,162 - my_log - INFO - 年龄: 27岁
2025-04-18 10:05:00,163 - my_log - INFO - 身高: 153cm
2025-04-18 10:05:00,163 - my_log - INFO - 星座: 天蝎座
2025-04-18 10:05:00,163 - my_log - INFO - 学历: 韩山师范学院 · 本科
2025-04-18 10:05:00,163 - my_log - INFO - 工作信息: 托管
2025-04-18 10:05:00,163 - my_log - INFO - 薪资: 年薪5-10万
2025-04-18 10:05:00,164 - my_log - INFO - 家乡: 广东梅州
2025-04-18 10:05:00,164 - my_log - INFO - 现居地: 佛山
2025-04-18 10:05:00,164 - my_log - INFO - 个人简介: 天蝎女，大部分时间比较E，偶尔有些I，直来直往。喜欢小动物，但是怕大狗。
2025-04-18 10:05:00,164 - my_log - INFO - ================================
2025-04-18 10:05:00,164 - my_log - INFO - 判断是否喜欢
2025-04-18 10:05:00,164 - my_log - INFO - ❤❤❤符合要求，喜欢❤❤❤
2025-04-18 10:05:02,127 - my_log - INFO - 点击喜欢按钮完成
2025-04-18 10:05:02,831 - my_log - INFO - ##########第10个推荐结束##########
2025-04-18 10:05:02,831 - my_log - INFO - 当前速度: 192.09744102832192次/小时
2025-04-18 10:05:02,831 - my_log - INFO - 预计每天 4610.338584679726 个推荐
2025-04-18 10:05:02,860 - my_log - INFO - 当前数据库中总记录数为： 15764
2025-04-18 10:05:02,860 - my_log - INFO - 喜欢总数为：2565
2025-04-18 10:05:02,861 - my_log - INFO - 不喜欢总数为: 13199
2025-04-18 10:05:02,861 - my_log - INFO - **********第11个推荐**********
2025-04-18 10:05:02,861 - my_log - INFO - 当前喜欢数量: 5, 当前不喜欢数量: 5
2025-04-18 10:05:05,411 - my_log - INFO - 用户昵称: Aleyna
2025-04-18 10:05:22,871 - my_log - INFO - 基本资料：['基本资料', '160cm', '狮子座', '广东外语外贸大学 · 本科', '轻医美', '年薪10-20万', '家乡广东佛山', '现居地佛山', '基本资料', '155cm', '摩羯座', '肇庆科技职业技术学院 · 大专']
2025-04-18 10:05:22,871 - my_log - INFO - ================================
2025-04-18 10:05:22,871 - my_log - INFO - 昵称: Aleyna
2025-04-18 10:05:22,871 - my_log - INFO - 年龄: 24岁
2025-04-18 10:05:22,872 - my_log - INFO - 身高: 160cm
2025-04-18 10:05:22,872 - my_log - INFO - 星座: 狮子座
2025-04-18 10:05:22,872 - my_log - INFO - 学历: 广东外语外贸大学 · 本科
2025-04-18 10:05:22,872 - my_log - INFO - 工作信息: 轻医美
2025-04-18 10:05:22,872 - my_log - INFO - 薪资: 年薪10-20万
2025-04-18 10:05:22,872 - my_log - INFO - 家乡: 广东佛山
2025-04-18 10:05:22,873 - my_log - INFO - 现居地: 佛山
2025-04-18 10:05:22,873 - my_log - INFO - 个人简介: 爱听陈奕迅的吃货……我有很多喜欢的东西——打卡美食，拍照，读书，看电影
2025-04-18 10:05:22,873 - my_log - INFO - ================================
2025-04-18 10:05:22,873 - my_log - INFO - 判断是否喜欢
2025-04-18 10:05:22,873 - my_log - INFO - ❤❤❤符合要求，喜欢❤❤❤
2025-04-18 10:05:25,027 - my_log - INFO - 点击喜欢按钮完成
2025-04-18 10:05:25,660 - my_log - INFO - ##########第11个推荐结束##########
2025-04-18 10:05:25,660 - my_log - INFO - **********第12个推荐**********
2025-04-18 10:05:25,661 - my_log - INFO - 当前喜欢数量: 6, 当前不喜欢数量: 5
2025-04-18 10:05:27,583 - my_log - INFO - 用户昵称: 琳琳
2025-04-18 10:05:36,312 - my_log - INFO - 基本资料：['基本资料', '161cm', '狮子座', '天津商务职业学院 · 大专', '会计', '年薪10-20万', '家乡广东佛山', '现居地佛山', '基本资料', '155cm', '摩羯座', '肇庆科技职业技术学院 · 大专']
2025-04-18 10:05:36,312 - my_log - INFO - ================================
2025-04-18 10:05:36,313 - my_log - INFO - 昵称: 琳琳
2025-04-18 10:05:36,313 - my_log - INFO - 年龄: 31岁
2025-04-18 10:05:36,313 - my_log - INFO - 身高: 161cm
2025-04-18 10:05:36,313 - my_log - INFO - 星座: 狮子座
2025-04-18 10:05:36,313 - my_log - INFO - 学历: 天津商务职业学院 · 大专
2025-04-18 10:05:36,314 - my_log - INFO - 工作信息: 会计
2025-04-18 10:05:36,314 - my_log - INFO - 薪资: 年薪10-20万
2025-04-18 10:05:36,314 - my_log - INFO - 家乡: 广东佛山
2025-04-18 10:05:36,314 - my_log - INFO - 现居地: 佛山
2025-04-18 10:05:36,314 - my_log - INFO - 个人简介: 94年属🐶的，性格比较开朗。平时喜欢探店拍照，美食，旅游。养了一只可爱的小狗我喜欢自驾游和吃好吃的，还喜欢养小动物和拍照想认识价值观相似，有共同语言，颜值高，有幽默感的人。特别讨厌普信男，不接受男宝妈，冷暴力，不随意发脾气有问题好好沟通。有责任心成熟稳重
2025-04-18 10:05:36,314 - my_log - INFO - ================================
2025-04-18 10:05:36,314 - my_log - INFO - 判断是否喜欢
2025-04-18 10:05:36,314 - my_log - INFO - 年龄不符合要求: 31岁
2025-04-18 10:05:36,314 - my_log - INFO - 学历不符合要求: 天津商务职业学院 · 大专
2025-04-18 10:05:36,315 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 10:05:38,293 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 10:05:38,988 - my_log - INFO - ##########第12个推荐结束##########
2025-04-18 10:05:38,988 - my_log - INFO - **********第13个推荐**********
2025-04-18 10:05:38,988 - my_log - INFO - 当前喜欢数量: 6, 当前不喜欢数量: 6
2025-04-18 10:05:41,269 - my_log - INFO - 用户昵称: …
2025-04-18 10:05:50,930 - my_log - INFO - 基本资料：['基本资料', '155cm', '摩羯座', '肇庆科技职业技术学院 · 大专', '待业', '年薪5万以下', '家乡广东肇庆', '现居地佛山']
2025-04-18 10:05:50,930 - my_log - INFO - ================================
2025-04-18 10:05:50,930 - my_log - INFO - 昵称: …
2025-04-18 10:05:50,930 - my_log - INFO - 年龄: 23岁
2025-04-18 10:05:50,930 - my_log - INFO - 身高: 155cm
2025-04-18 10:05:50,931 - my_log - INFO - 星座: 摩羯座
2025-04-18 10:05:50,931 - my_log - INFO - 学历: 肇庆科技职业技术学院 · 大专
2025-04-18 10:05:50,931 - my_log - INFO - 工作信息: 待业
2025-04-18 10:05:50,931 - my_log - INFO - 薪资: 年薪5万以下
2025-04-18 10:05:50,931 - my_log - INFO - 家乡: 广东肇庆
2025-04-18 10:05:50,931 - my_log - INFO - 现居地: 佛山
2025-04-18 10:05:50,931 - my_log - INFO - 个人简介: 我喜欢去livehouse，看综艺脑洞很大，对生活很有热情想找每天都很开心，想象力丰富的人
2025-04-18 10:05:50,931 - my_log - INFO - ================================
2025-04-18 10:05:50,932 - my_log - INFO - 判断是否喜欢
2025-04-18 10:05:50,932 - my_log - INFO - 学历不符合要求: 肇庆科技职业技术学院 · 大专
2025-04-18 10:05:50,932 - my_log - INFO - 工作信息不符合要求: 待业
2025-04-18 10:05:50,932 - my_log - INFO - 薪资不符合要求: 年薪5万以下
2025-04-18 10:05:50,932 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 10:05:53,085 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 10:05:53,813 - my_log - INFO - ##########第13个推荐结束##########
2025-04-18 10:05:53,813 - my_log - INFO - **********第14个推荐**********
2025-04-18 10:05:53,814 - my_log - INFO - 当前喜欢数量: 6, 当前不喜欢数量: 7
2025-04-18 10:05:55,001 - my_log - INFO - 用户昵称: 梦里
2025-04-18 10:06:06,543 - my_log - INFO - 基本资料：['基本资料', '168cm', '天蝎座', '广东理工学院 · 大专', '后勤', '年薪5-10万', '家乡广东佛山', '现居地佛山']
2025-04-18 10:06:06,543 - my_log - INFO - ================================
2025-04-18 10:06:06,543 - my_log - INFO - 昵称: 梦里
2025-04-18 10:06:06,544 - my_log - INFO - 年龄: 28岁
2025-04-18 10:06:06,544 - my_log - INFO - 身高: 168cm
2025-04-18 10:06:06,544 - my_log - INFO - 星座: 天蝎座
2025-04-18 10:06:06,544 - my_log - INFO - 学历: 广东理工学院 · 大专
2025-04-18 10:06:06,544 - my_log - INFO - 工作信息: 后勤
2025-04-18 10:06:06,544 - my_log - INFO - 薪资: 年薪5-10万
2025-04-18 10:06:06,544 - my_log - INFO - 家乡: 广东佛山
2025-04-18 10:06:06,544 - my_log - INFO - 现居地: 佛山
2025-04-18 10:06:06,544 - my_log - INFO - 个人简介: 时而很吵闹，时而理智到被人觉得冷漠喜欢音乐、咖啡、小酌、运动、旅游、猫猫狗狗
2025-04-18 10:06:06,544 - my_log - INFO - ================================
2025-04-18 10:06:06,544 - my_log - INFO - 判断是否喜欢
2025-04-18 10:06:06,545 - my_log - INFO - 身高不符合要求: 168cm
2025-04-18 10:06:06,545 - my_log - INFO - 学历不符合要求: 广东理工学院 · 大专
2025-04-18 10:06:06,545 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 10:06:07,977 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 10:06:08,593 - my_log - INFO - ##########第14个推荐结束##########
2025-04-18 10:06:08,593 - my_log - INFO - **********第15个推荐**********
2025-04-18 10:06:08,593 - my_log - INFO - 当前喜欢数量: 6, 当前不喜欢数量: 8
2025-04-18 10:06:10,754 - my_log - INFO - 用户昵称: mm
2025-04-18 10:06:21,370 - my_log - INFO - 基本资料：['基本资料', '158cm', '处女座', '深圳职业技术学院 · 大专', '学生（在读）', '家乡广东茂名', '现居地深圳']
2025-04-18 10:06:21,372 - my_log - INFO - ================================
2025-04-18 10:06:21,373 - my_log - INFO - 昵称: mm
2025-04-18 10:06:21,374 - my_log - INFO - 年龄: 21岁
2025-04-18 10:06:21,374 - my_log - INFO - 身高: 158cm
2025-04-18 10:06:21,376 - my_log - INFO - 星座: 处女座
2025-04-18 10:06:21,376 - my_log - INFO - 学历: 深圳职业技术学院 · 大专
2025-04-18 10:06:21,377 - my_log - INFO - 工作信息: 学生（在读）
2025-04-18 10:06:21,378 - my_log - INFO - 薪资: NULL
2025-04-18 10:06:21,378 - my_log - INFO - 家乡: 广东茂名
2025-04-18 10:06:21,379 - my_log - INFO - 现居地: 深圳
2025-04-18 10:06:21,380 - my_log - INFO - 个人简介: 有空的时候我喜欢打羽毛球，我还喜欢周末宅在家，赚钱
2025-04-18 10:06:21,380 - my_log - INFO - ================================
2025-04-18 10:06:21,381 - my_log - INFO - 判断是否喜欢
2025-04-18 10:06:21,382 - my_log - INFO - 学历不符合要求: 深圳职业技术学院 · 大专
2025-04-18 10:06:21,382 - my_log - INFO - 工作信息不符合要求: 学生（在读）
